,airline_sentiment,text,tweet_created,tweet_location,score,one_hot_score
6123,neutral,@southwestair the flight isn't that empty.... is this rude or not? http://t.co/4rl0p5jchb,2015-02-24 05:15:30 -0800,Florida ,0,"[0, 1, 0]"
6124,negative,@virginamerica #wtf i paid for direct flight on purpose not to have to stop for fuel exhausted frequent flier and nothing for inconvenience!,2015-02-20 17:16:37 -0800,San Francisco,-1,"[1, 0, 0]"
6125,positive,@americanair no space in my seat but thanks to your pilots i'm back 25mn early to ohare!! didn't think that was possible!! #sna2ord #1644,2015-02-23 20:25:25 -0800,,1,"[0, 0, 1]"
6126,negative,@united never can get a flight out on time. 4 hour delay earlier another hour delay on my connecting flight. makes 10 straight delays,2015-02-19 17:26:23 -0800,Minnetonka,-1,"[1, 0, 0]"
6127,neutral,"@united 877 from amsterdam to ewr, 02.27.2015, 737-300.",2015-02-17 14:29:12 -0800,The Netherlands,0,"[0, 1, 0]"
6128,negative,@united care less about the person - although he walked away while i was complaining.  a man at 10p at lax club.  more.....,2015-02-19 14:41:14 -0800,,-1,"[1, 0, 0]"
6129,negative,@united well this one missed the mark.  she was in a snit from the minute i stepped up to the counter,2015-02-21 19:34:41 -0800,#Westford #marketing ,-1,"[1, 0, 0]"
6130,positive,"@jetblue thanks so much for help us, u r amazing!",2015-02-21 12:59:14 -0800,,1,"[0, 0, 1]"
6131,negative,@united another fail for the united ticket agents in okc. less than helpful and could care less about our problems. american here we come.,2015-02-24 08:50:39 -0800,,-1,"[1, 0, 0]"
6132,negative,@united on flight 1665 but it's not departing! website says delayed due to operational difficulties-what does that mean?,2015-02-21 05:22:36 -0800,"Denver, CO",-1,"[1, 0, 0]"
6133,positive,@americanair @dfwairport you 2 together are the best part of flying!,2015-02-24 08:52:13 -0800,"Euless, Texas",1,"[0, 0, 1]"
6134,positive,@americanair thank you for the response. much appreciated!,2015-02-23 18:56:10 -0800,Los Angeles,1,"[0, 0, 1]"
6135,positive,@jetblue success! good work jetblue team,2015-02-20 06:56:58 -0800,"New York, NY",1,"[0, 0, 1]"
6136,neutral,@jetblue i would go to dallas to see my grand baby that i miss so much. i feel like a piece of my heart is there.,2015-02-19 05:27:12 -0800,"Easton, pa",0,"[0, 1, 0]"
6137,neutral,"@southwestair if there are any imagine dragons tickets left for tomorrow at 
@velourlive here in utah i would love to go i am available! :)",2015-02-20 10:16:32 -0800,In my mind,0,"[0, 1, 0]"
6138,neutral,@united airlines is changing #mileageplus program march 1 http://t.co/4oje523ptw,2015-02-19 09:07:39 -0800,,0,"[0, 1, 0]"
6139,negative,@united i did. the ac went on for about 20 minutes before returning to the mojave desert. #pressurecooker #heattrap,2015-02-23 12:02:31 -0800,"Houston, TX",-1,"[1, 0, 0]"
6140,positive,@jetblue was just at t5 a little over a month ago. @jetblue you guys are great thanks for everything!,2015-02-17 10:42:53 -0800,,1,"[0, 0, 1]"
6141,negative,"@united how is this considered ""on time"" if it's arriving at destination half hour late flightr than scheduled? http://t.co/ymftw1uyhr",2015-02-19 16:17:04 -0800,NY,-1,"[1, 0, 0]"
6142,neutral,@jetblue how much for a trip to a warm island @samchampion http://t.co/n3suiip0vw,2015-02-20 01:25:51 -0800,,0,"[0, 1, 0]"
6143,negative,"@united nice your app says us 4972 delayed by weather.  pilot says waiting on fuel.  one in ur control, one not",2015-02-23 12:14:56 -0800,,-1,"[1, 0, 0]"
6144,neutral,rt @jetblue: our fleet's on fleek. http://t.co/826pkiq5hi,2015-02-23 10:43:20 -0800,Binghamton University ,0,"[0, 1, 0]"
6145,negative,@united is a money sucking airline with terrible terrible customer service,2015-02-20 08:03:49 -0800,San Francisco,-1,"[1, 0, 0]"
6146,neutral,@jetblue the fact that #chrishasmadeusblush isn't trending is how you know i'm loyal ;),2015-02-22 14:02:42 -0800,"Washington, D.C.",0,"[0, 1, 0]"
6147,negative,@united make sure you make cancelled flighted flight baggage and upgrade fees seem like a labyrinth so that you might be able to swindle a few $ more,2015-02-19 16:17:24 -0800,lexington KY,-1,"[1, 0, 0]"
6148,positive,@usairways thanks to the whole team for an on-time flight despite inclement weather http://t.co/eqepkkpsxm,2015-02-22 17:59:12 -0800,,1,"[0, 0, 1]"
6149,neutral,@jetblue will i be charged a fee to do so?,2015-02-21 15:57:48 -0800,,0,"[0, 1, 0]"
6150,positive,@americanair gate agent jan l at phoenix was at least able to get my younger daughter seated near my wife. thank you!,2015-02-22 21:31:15 -0800,"Boston, MA USA",1,"[0, 0, 1]"
6151,positive,@united thank you. literally called for preboarding as i ran up.,2015-02-23 10:43:45 -0800,"NEIN, London, or Maui. ",1,"[0, 0, 1]"
6152,neutral,@united i submitted a status match last week and have not heard back. im a delta customer looking to switch to united. please assist.,2015-02-18 06:40:00 -0800,,0,"[0, 1, 0]"
6153,positive,@southwestair y'all the real mvp with these prices...,2015-02-18 23:16:36 -0800,"601,303,404,✈️ 400Blk",1,"[0, 0, 1]"
6154,positive,@jetblue you reimbursed everyone on the flight a portion of their ticket. i still love jetblue! best american airline!,2015-02-19 14:38:08 -0800,"Naples, Fl",1,"[0, 0, 1]"
6155,neutral,@united workin on it. waiting on him to reply.,2015-02-20 10:09:19 -0800,"Atlanta, GA",0,"[0, 1, 0]"
6156,negative,@united i need help but in spanish,2015-02-22 20:53:57 -0800,New Jersey,-1,"[1, 0, 0]"
6157,neutral,@jetblue @airbusintheus a320 landing @aruba_airport in february of 2014. #avgeek #warmweather https://t.co/kaej9g0chd,2015-02-19 16:29:02 -0800,"Dallas, TX",0,"[0, 1, 0]"
6158,negative,@united you board a 630a flight and then cancelled flight it because it doesn't have a pilot?  now i miss my meeting atlanta because someone slept in?,2015-02-19 03:40:15 -0800,,-1,"[1, 0, 0]"
6159,positive,@united #firstclass to #london on my way to #londonfashionweek #lfw15 👠🇬🇧👠🇬🇧👠🇬🇧,2015-02-20 05:07:21 -0800,houston paris nyc ,1,"[0, 0, 1]"
6160,neutral,"@usairways  i need to email customer service for help and a question, can you please provide the email address?",2015-02-23 16:03:02 -0800,,0,"[0, 1, 0]"
6161,negative,@united rep wouldn't rebook. this is such a waste of time and poor communication,2015-02-21 15:09:14 -0800,"Raleigh, NC",-1,"[1, 0, 0]"
6162,positive,@usairways @americanair can you bring guinea pigs in small pet carrier onboard your flights?,2015-02-23 17:47:54 -0800,"Los Angeles, CA",1,"[0, 0, 1]"
6163,negative,@virginamerica there is something wrong with you website in safari iphone,2015-02-20 17:07:21 -0800,Montreal,-1,"[1, 0, 0]"
6164,negative,@virginamerica - too many apologies! you r the worse airlines! don't even respond to your cudtomers,2015-02-21 20:21:23 -0800,,-1,"[1, 0, 0]"
6165,negative,@united three delayed flights and missed connections on first class flights and not get any compensation for losing those seats...,2015-02-23 04:43:11 -0800,"ÜT: 50.97861,-114.000116",-1,"[1, 0, 0]"
6166,positive,@united thank you for the cheese platter and abundance of entertainment options. time just flew by.,2015-02-24 01:56:17 -0800,"New York City, NY",1,"[0, 0, 1]"
6167,negative,@united common!! keep your paper work ready and don't delay our flights(#1585)and meetings @choosechicago,2015-02-24 05:21:04 -0800,"Chicago, IL, USA",-1,"[1, 0, 0]"
6168,negative,@united 4595. we are now going back to the gate b/c of something overheating after sitting out here for 3+ hours.love united but this stinks,2015-02-21 16:44:17 -0800,"Oxford, MS",-1,"[1, 0, 0]"
6169,negative,@united why is it so impossible to actually get a passenger and their luggage to their final destination?,2015-02-20 03:53:25 -0800,,-1,"[1, 0, 0]"
6170,negative,@united a measly $50 e-certificate is not how you appreciate loyal customers after they wait 3hrs on the tarmac during ua1116. #unacceptable,2015-02-24 09:42:45 -0800,San Francisco Bay Area,-1,"[1, 0, 0]"
6171,positive,@united thank you! have a nice evening.,2015-02-20 20:24:04 -0800,"Plymouth, IN ",1,"[0, 0, 1]"
6172,negative,"@united ""we like hearing from you."" so why haven't you replied to my tweet and/or email yet? https://t.co/caf2cx3gfi",2015-02-19 12:49:59 -0800,"Brighton, UK",-1,"[1, 0, 0]"
6173,neutral,@southwestair lemme come to #destinationdragons 😭😭😭 this university student could use a break from all these books.,2015-02-18 09:52:42 -0800,"Ottawa,Canada ",0,"[0, 1, 0]"
6174,negative,@virginamerica everything was fine until you lost my bag,2015-02-23 13:08:21 -0800,New York + Panama,-1,"[1, 0, 0]"
6175,neutral,@jetblue marks 15th birthday with 'blumanity' paint job - @dallas_news (blog) http://t.co/lfgr0nifut,2015-02-18 01:05:06 -0800,USA,0,"[0, 1, 0]"
6176,neutral,"@virginamerica has getaway deals through may, from $59 one-way. lots of cool cities http://t.co/rpdbpx3wnd #cheapflights #farecompare",2015-02-23 06:57:24 -0800,Seattle,0,"[0, 1, 0]"
6177,negative,@united pls properly train your agents. requested to speak to 1k customer service &amp; was transferred to a dead end. not even open at this hr,2015-02-24 02:08:08 -0800,Seoul City to LA,-1,"[1, 0, 0]"
6178,negative,@united delayed another hour,2015-02-20 14:36:31 -0800,,-1,"[1, 0, 0]"
6179,neutral,"@virginamerica if you'd love to see more girls be inspired to become pilots, rt our free woaw event march 2-8 at abq. http://t.co/rfxlv1kgdh",2015-02-20 22:18:41 -0800,"Albuquerque, NM",0,"[0, 1, 0]"
6180,negative,@united https://t.co/jpd7nsgrt7. fyi your staff are telling customers to try other carriers,2015-02-20 07:59:09 -0800,,-1,"[1, 0, 0]"
6181,positive,@united yes to more food! add some gluten free options while you're at it,2015-02-21 01:00:36 -0800,,1,"[0, 0, 1]"
6182,positive,@jetblue just touched down in #neworleans for the annual @heinekenusacorp national distributor conference! #livethelegend,2015-02-21 16:43:22 -0800,Long Island/Westchester,1,"[0, 0, 1]"
6183,neutral,@jetblue hey guys do you have a tail number assigned yet to flight 1373 for tomorrow?,2015-02-23 20:56:42 -0800,,0,"[0, 1, 0]"
6184,positive,"@southwestair big thanks to your team. family emerg, same day ticket, experience was excellent. 1st time flying with yall, not my last!",2015-02-17 19:36:35 -0800,"Denver, CO",1,"[0, 0, 1]"
6185,negative,@united also doesn't help me. i'm a very frequent flier and united premiere gold. apparently that means nothing.,2015-02-20 14:37:57 -0800,Los Angeles,-1,"[1, 0, 0]"
6186,negative,"@united in 2015, united is ""unable"" to look up a flight reservation by passenger name at the yyz check-in counter - wow smh #customerservice",2015-02-23 09:46:54 -0800,"Toronto, Canada",-1,"[1, 0, 0]"
6187,neutral,@jetblue so what about california,2015-02-20 15:07:15 -0800,South jamaica.. Queens,0,"[0, 1, 0]"
6188,negative,@united airlines delayed our flight on the way to chicago and leaving chicago. next time @delta it is.,2015-02-19 09:22:42 -0800,,-1,"[1, 0, 0]"
6189,negative,@united agent in las letting 20 customers know they can't help them rebook delayed flight to den #unfriendlyskies http://t.co/quzvmk2rtr,2015-02-23 16:17:46 -0800,,-1,"[1, 0, 0]"
6190,negative,@virginamerica heyyyy guyyyys.. been trying to get through for an hour. can someone call me please? :/,2015-02-23 13:46:30 -0800,next city,-1,"[1, 0, 0]"
6191,negative,@united i'm not know if the seats are actually narrower than other seats but they feel like it. or maybe i'm extra bloated.,2015-02-20 09:30:19 -0800,"Studio City, CA",-1,"[1, 0, 0]"
6192,negative,"@virginamerica seriously would pay $30 a flight for seats that didn't have this playing.
it's really the only bad thing about flying va",2015-02-24 11:14:33 -0800,,-1,"[1, 0, 0]"
6193,positive,@americanair i would like to thank the customer service team for their response to my cancelled flightled flight but just offering to (cont),2015-02-22 14:40:18 -0800,"Great Abington, Cambridge, GB",1,"[0, 0, 1]"
6194,positive,@americanair many trips coming up!  i will see you soon 😃,2015-02-22 16:05:16 -0800,"Santa Monica, CA",1,"[0, 0, 1]"
6195,neutral,@jetblue do you have direct flights to and from bos to st lucia or antigua?,2015-02-20 14:04:38 -0800,shopping. anywhere  ,0,"[0, 1, 0]"
6196,neutral,"@southwestair times change, i guess. http://t.co/osox9h7fwy",2015-02-18 11:37:28 -0800,,0,"[0, 1, 0]"
6197,positive,@jetblue your employee charles cave at the gate at msy went above and beyond to help try to help me find my glasses. thought u should know,2015-02-21 16:49:19 -0800,Brooklyn,1,"[0, 0, 1]"
6198,neutral,@southwestair needs to offer a college student discount so i can fly home 😭😭,2015-02-17 11:50:08 -0800,,0,"[0, 1, 0]"
6199,neutral,@jetblue how can we get help with a hotel we booked with you and are having issues with.,2015-02-19 04:56:45 -0800,Boston,0,"[0, 1, 0]"
6200,negative,"@united marcus helped me - good agent, couldn't fix it. flight was listed on website, but ""unavailable""to book. false advertising much?",2015-02-20 17:50:58 -0800,"Brooklyn, NY",-1,"[1, 0, 0]"
6201,neutral,@united i just sent to you.,2015-02-22 05:29:00 -0800,"Virginia, USA",0,"[0, 1, 0]"
6202,negative,@united is not a company that values it's customer &amp; after reading tweets to them i'm not the only one who feels that way #lostmybusiness,2015-02-21 12:02:07 -0800,,-1,"[1, 0, 0]"
6203,neutral,"@virginamerica hi, i did not get points on my elevate account for my most recent flight, how do i add the flight and points to my account?",2015-02-23 09:35:03 -0800,,0,"[0, 1, 0]"
6204,positive,@usairways awesome! flight #676 out of philly on tuesday. party in row 15 if you're interested.,2015-02-20 10:24:59 -0800,,1,"[0, 0, 1]"
6205,negative,"@united if a business decision is made that inconveniences and possibly causes lost customers, is it a good business decision? #cranky",2015-02-20 12:33:44 -0800,New York State,-1,"[1, 0, 0]"
6206,negative,@united hey so many time changes for ua 1534. we going tonight or what? mia - ewr,2015-02-22 16:56:50 -0800,"Brooklyn, NY",-1,"[1, 0, 0]"
6207,negative,@united lost my bags and there was a flight from chi to eri that landed over 1.5 hrs ago...yet still have zero updates?? #unitedairlinessux,2015-02-22 14:10:56 -0800,,-1,"[1, 0, 0]"
6208,neutral,@united will you be issuing an exception policy for denver for this weekend?,2015-02-20 08:03:00 -0800,Denver,0,"[0, 1, 0]"
6209,neutral,"@southwestair haha...yeah i did, just making a joke",2015-02-17 12:00:29 -0800,"Los Angeles, CA",0,"[0, 1, 0]"
6210,positive,@southwestair you're the best,2015-02-18 08:32:43 -0800,Texas,1,"[0, 0, 1]"
6211,neutral,@jetblue  will do.,2015-02-22 06:06:40 -0800,,0,"[0, 1, 0]"
6212,neutral,"@united yes, a paper voucher that i got on january 26th 2015",2015-02-24 10:49:25 -0800,USA,0,"[0, 1, 0]"
6213,positive,@jetblue you guys continue to impress. your crew @ mco gate 4helped our family with seat issues. #professional,2015-02-18 08:34:28 -0800,New York ,1,"[0, 0, 1]"
6214,neutral,@united already dm you my concern. pls check.,2015-02-21 11:49:36 -0800,,0,"[0, 1, 0]"
6215,neutral,@virginamerica @ladygaga @carrieunderwood all were entertaining,2015-02-23 15:58:00 -0800,,0,"[0, 1, 0]"
6216,negative,"@united a very disappointing experience - plane mech. delay and next one didn't wait. no sincere apology, just told me to complain online",2015-02-22 20:49:02 -0800,,-1,"[1, 0, 0]"
6217,neutral,@jetblue lord...,2015-02-23 12:18:50 -0800,"Brooklyn, NY",0,"[0, 1, 0]"
6218,negative,"@united this must be a drone “@united: @keambleam we understand your frustration. our bag team is working hard to get your bag(s) to you...""",2015-02-23 12:22:59 -0800,"Harlem, NYC",-1,"[1, 0, 0]"
6219,negative,@united look at the people tryn to sleep in the airport due to your shitty company not comping rooms after cxl flight http://t.co/o1u96xc3bo,2015-02-21 21:30:08 -0800,,-1,"[1, 0, 0]"
6220,positive,@virginamerica thanks! good times there and back! #vodkatonics the entire flight🍸#sfo,2015-02-20 21:52:51 -0800,#SF#Optimist #Freefalling,1,"[0, 0, 1]"
6221,positive,@virginamerica you guys are perfect as always! &lt;3 #wervirgin,2015-02-17 11:06:40 -0800,next city,1,"[0, 0, 1]"
6222,positive,@southwestair seeing your workers time in and time out going above and beyond is why i love flying with you guys. thank you!,2015-02-23 14:36:22 -0800,"Indianapolis, Indiana; USA",1,"[0, 0, 1]"
6223,neutral,"@united i tried.   we were hung up on, twice. after speaking with someone, then put on hold for 45 minutes.  no resolution.",2015-02-22 04:53:59 -0800,"ÜT: 43.492878,-96.790916",0,"[0, 1, 0]"
6224,positive,@southwestair i want one!,2015-02-22 17:20:13 -0800,"Woodsboro, TX",1,"[0, 0, 1]"
6225,neutral,@southwestair show jacksonville some 💝too!  we want #3ticketsforjax!,2015-02-21 07:03:17 -0800,,0,"[0, 1, 0]"
6226,negative,@united severely under staffed at iah.,2015-02-22 09:50:53 -0800,"Houston, TX",-1,"[1, 0, 0]"
6227,negative,"@united's first flight (4651, to #iah) from #iad is delayed...because no one hooked up ground power to the plane. get it together, folks.",2015-02-21 02:17:05 -0800,"iPhone: 0.000000,0.000000",-1,"[1, 0, 0]"
6228,positive,"@southwestair i owe you an apology. my tweet was out of frustration, not constructive criticism. i'm a sw fan &amp; love your service!",2015-02-19 08:58:34 -0800,,1,"[0, 0, 1]"
6229,positive,@jetblue thank you! i know the weather in #boston isn't great. everyone's tired,2015-02-21 22:24:39 -0800,,1,"[0, 0, 1]"
6230,neutral,@southwestair @megelizabeth631 how you like the #redcarpet treatment,2015-02-22 18:34:55 -0800,,0,"[0, 1, 0]"
6231,positive,"@jetblue @jayvig yes! great real-time example. thanks for being awesome, #jetblue! #jvmchat",2015-02-17 10:50:45 -0800,"Charlotte, NC",1,"[0, 0, 1]"
6232,positive,@usairways we're back at a gate. opposite of wheels up. im sure we'll get thete eventually. so thanks.,2015-02-24 05:44:14 -0800,,1,"[0, 0, 1]"
6233,positive,@southwestair is having a sale! i'm delighted!,2015-02-17 09:43:45 -0800,"Minneapolis, Minnesota ",1,"[0, 0, 1]"
6234,negative,@united and yet we still haven't left yet and i can't watch my pre-paid directtv. #firstworldproblems,2015-02-21 17:14:09 -0800,,-1,"[1, 0, 0]"
6235,negative,@united of course i would like hepl! are you kidding me? that's the only reason i've been on hold for the past 5 hours!,2015-02-22 02:08:20 -0800,,-1,"[1, 0, 0]"
6236,neutral,@southwestair done,2015-02-22 13:32:53 -0800,,0,"[0, 1, 0]"
6237,neutral,@southwestair @phlairport will flight 2155 that arrives at e11 be a penguin plane?,2015-02-24 06:57:51 -0800,,0,"[0, 1, 0]"
6238,positive,@jetblue thanks. we are ticketed on stand by for flight 1970. i hope we make it out. fingers crossed,2015-02-22 13:12:10 -0800,,1,"[0, 0, 1]"
6239,neutral,x__x rt @jetblue: our fleet's on fleek. http://t.co/xxppzo88j1,2015-02-23 11:12:40 -0800,Thanks for asking,0,"[0, 1, 0]"
6240,negative,@united omg where is my bag??? yyzua70435 - enough with the shenanigans already. it's getting real old real quick!!,2015-02-18 17:53:54 -0800,,-1,"[1, 0, 0]"
6241,negative,@virginamerica hi! i'm so excited about your $99 lga-&gt;dal deal- but i've been trying 2 book since last week &amp; the page never loads. thx!,2015-02-23 15:05:09 -0800,"new york, new york",-1,"[1, 0, 0]"
6242,neutral,@united we are trying to go as far away from king'scollegelondon as possible for #charity today. would you help us ? #jailbreak #rag,2015-02-21 02:05:44 -0800,Orleans/Tarpon Springs/London,0,"[0, 1, 0]"
6243,positive,@united that's brilliant thankyou so much. is it classed as part of carryon?,2015-02-23 10:38:01 -0800,Scotland,1,"[0, 0, 1]"
6244,neutral,@southwestair iiiii need help with my flight schedule!!! haha,2015-02-17 14:33:24 -0800,on the water☀,0,"[0, 1, 0]"
6245,negative,@united flight 6212...massive fail! they delaying to transport a crew member causing many to miss connections! unreal!,2015-02-20 04:54:57 -0800,"New York, NY",-1,"[1, 0, 0]"
6246,positive,@usairways she also appreciated having her very own hashtag! :) #lucycat,2015-02-18 10:55:03 -0800,"Memphis, Tennessee",1,"[0, 0, 1]"
6247,positive,@jetblue love it as always!,2015-02-22 13:01:53 -0800,"Port-au-Prince, NYC.",1,"[0, 0, 1]"
6248,negative,@united 5.5hrs late flightr and you still can't figure it out. random text updates. #embarrassing #ua3728 http://t.co/vftuyjh45x,2015-02-19 18:03:21 -0800,"Carmel, IN",-1,"[1, 0, 0]"
6249,neutral,@united #787 to begin newark-london heathrow route on may 6 @panynj @boeingairplanes @froschtravel http://t.co/rdj1mwflg1,2015-02-21 07:57:36 -0800,"New York, NY",0,"[0, 1, 0]"
6250,neutral,"@southwestair has 22 employees on social care team, 4 staff the listening ctr. at any time-rest of spots filled by other areas. #ragandisney",2015-02-19 08:02:34 -0800,"San Antonio, Texas",0,"[0, 1, 0]"
6251,neutral,"@united out of curiosity, when a flight is arranged, are pilots notified? there are a lot of ""pilots haven't arrived yet"" announcements.",2015-02-22 08:03:45 -0800,"Alexandria, VA",0,"[0, 1, 0]"
6252,positive,@americanair thanks for the great customer service. family made it back to sat safely. the weather at dfw made things a little worrisome.,2015-02-24 05:22:17 -0800,"Washington, D.C.",1,"[0, 0, 1]"
6253,positive,"@southwestair is really stepping up their ""service""🐩 http://t.co/vqtyza6mzu",2015-02-19 09:15:32 -0800,Space (till back in the PH),1,"[0, 0, 1]"
6254,neutral,@jetblue check dm please :),2015-02-24 11:30:52 -0800,Logan International Airport,0,"[0, 1, 0]"
6255,neutral,"@jetblue what about if i booked it through orbitz? my email is correct, but there's a middle party.",2015-02-17 20:42:19 -0800,"Provo, UT",0,"[0, 1, 0]"
6256,negative,@united 3 times my flight has been delayed and i miss my next flight. this time you've lost my baggage. no clean clothes. $337 flight. thx!,2015-02-20 10:36:28 -0800,"Austin, Texas",-1,"[1, 0, 0]"
6257,negative,"@united hi yes need a free hotel stay in honalulu due to 4 hour delayua53, since we will miss our second flight to kauai",2015-02-22 10:05:53 -0800,deep in the ❤ of Texas...,-1,"[1, 0, 0]"
6258,negative,@united wtf!?!? delay after delay. 15 hours yvr to san? unacceptable. flight crew availability is to blame? never again with @united,2015-02-19 21:50:41 -0800,"Vancouver, BC",-1,"[1, 0, 0]"
6259,neutral,"@united after speaking to a united customer service rep the night before a flight, confirming that everything is ok with your reservation..",2015-02-23 09:25:44 -0800,,0,"[0, 1, 0]"
6260,negative,@united ua7985 is a coshared flight w/ ana. unable to check in 24 hrs prior.,2015-02-20 19:31:42 -0800,,-1,"[1, 0, 0]"
6261,neutral,@southwestair no fare giving out clues.  in route now.,2015-02-23 14:13:53 -0800,,0,"[0, 1, 0]"
6262,negative,@united switched to fly united from delta for the past two trips and was very disappointed. now my ua4646 on 2/23 is delayed by 3 hours!!,2015-02-23 08:46:23 -0800,,-1,"[1, 0, 0]"
6263,neutral,@southwestair can i get some luv with a fallow?,2015-02-19 10:56:42 -0800,,0,"[0, 1, 0]"
6264,neutral,"@united some compensation (e.g. upgrade to higher class for my rescheduled flight to muc today) will be appreciated, though ;)",2015-02-22 03:41:41 -0800,,0,"[0, 1, 0]"
6265,neutral,@jetblue perhaps you need to start recruiting @msbgu ;),2015-02-22 11:13:23 -0800,"Washington, D.C.",0,"[0, 1, 0]"
6266,neutral,@jetblue hey any chance you have an update on flight 99 hartford to d.c.?,2015-02-20 04:29:56 -0800,The Eastside of the Far Side,0,"[0, 1, 0]"
6267,positive,@americanair exceptional customer service from aa - my misplaced item was waiting for me at checkin followed by a smooth flight. thank you!,2015-02-23 10:41:02 -0800,"the one, the only.... NYC",1,"[0, 0, 1]"
6268,positive,@jetblue incredible pr team. 👏👏👏👏,2015-02-24 05:58:17 -0800,Boston,1,"[0, 0, 1]"
6269,positive,@southwestair luvin me some flights today!! don't change!!  and please add paypal as payment option!!!,2015-02-19 13:21:29 -0800,Florida,1,"[0, 0, 1]"
6270,positive,@united we just flew with united from aus (austin bergstrom) to cancun intl. best flight ever! the 737's are not too big... not too small!,2015-02-23 21:38:53 -0800,,1,"[0, 0, 1]"
6271,positive,"nice rt @virginamerica: the man of steel might be faster, but we have wifi – just saying. #sciencebehindtheexperience http://t.co/fgrbpazsix",2015-02-17 15:11:02 -0800,Worldwide,1,"[0, 0, 1]"
6272,neutral,@southwestair what are your services? what promotion you have at the moment? #modelodenegocio #innovation #innovacion #businessmodel,2015-02-17 21:39:12 -0800,,0,"[0, 1, 0]"
6273,positive,@southwestair thanks! very excited to see it :d,2015-02-22 19:35:20 -0800,STL,1,"[0, 0, 1]"
6274,positive,@united kurt and the crew on ua1745 were amazing today. they made my son's birthday with their kindness. hope to fly with them again soon!,2015-02-21 14:55:14 -0800,"iPhone: 0.000000,0.000000",1,"[0, 0, 1]"
6275,positive,"@jetblue @airbus  wow, awesome videos guys https://t.co/dbcvepn5qc great work. #bluemanity #corevalues  #passion #aerojobmarket #avgeek",2015-02-21 03:58:51 -0800,Worldwide,1,"[0, 0, 1]"
6276,neutral,"@southwestair  tried to dm you, it won't let me as it says you are not following me.",2015-02-17 11:32:10 -0800,"Austin, TX",0,"[0, 1, 0]"
6277,negative,"@united yo, you need a new website really badly. this day and age...",2015-02-21 21:15:51 -0800,"Venice, CA",-1,"[1, 0, 0]"
6278,positive,@usairways thanks for helping with #reflight booking problems #cancelled flightedflight yvonne anthony.  you will help us get to tel aviv on time.  #happyfriday,2015-02-20 06:56:39 -0800,,1,"[0, 0, 1]"
6279,positive,@jetblue thank you for the refund of the change fee for a recent flight affected by our bizarre winter. excellent customer service and focus,2015-02-22 15:39:45 -0800,,1,"[0, 0, 1]"
6280,neutral,@jetblue could i get a free flight to vegas since it's my bday😏☺️,2015-02-18 21:18:51 -0800,NBMA,0,"[0, 1, 0]"
6281,neutral,@jetblue ricoh smith at bos provided oust and service,2015-02-22 16:40:39 -0800,,0,"[0, 1, 0]"
6282,positive,@usairways i'll check it out when i get to the airport. thanks.,2015-02-23 14:03:36 -0800,,1,"[0, 0, 1]"
6283,positive,"@southwestair thank you. i left my ipad on a plane, filled out a lost and found form. yall found it and shipped it back. thank you #flysw",2015-02-21 12:36:43 -0800,"Chicago, IL",1,"[0, 0, 1]"
6284,neutral,@usairways we even offered to fly in to another airport and they said they couldn't do that. no explanation why they can't.,2015-02-24 10:22:11 -0800,,0,"[0, 1, 0]"
6285,neutral,flight booking problems for a travel writers trip i am hosting and need to be happy when i land! do you have the cute pjs aa does? @united,2015-02-23 11:42:23 -0800,#Omaha ,0,"[0, 1, 0]"
6286,negative,@united flight just cancelled flightled. this is ridiculous,2015-02-21 12:46:51 -0800,"Chicago, IL",-1,"[1, 0, 0]"
6287,negative,@united why would you overnight my bag wed to an unknown location with a courier company you apparently can't contact!,2015-02-22 06:27:28 -0800,,-1,"[1, 0, 0]"
6288,neutral,@virginamerica i think i left something on the plane yesterday. who do i call...ah!,2015-02-20 12:17:32 -0800,"NY, NY",0,"[0, 1, 0]"
6289,positive,@united i am - thank you!,2015-02-22 05:53:09 -0800,Colorado,1,"[0, 0, 1]"
6290,neutral,@usairways but question :  if the downgrade include losing first class do you get money back ? http://t.co/lft7qd23sy,2015-02-23 14:53:09 -0800,"Miami, Florida, USA",0,"[0, 1, 0]"
6291,neutral,@southwestair how many tickets are left?,2015-02-23 14:07:58 -0800,Las Vegas,0,"[0, 1, 0]"
6292,neutral,"@jetblue yes, but it hurt my feelings to walk by mint. a fella can dream. #happy4them",2015-02-18 13:03:21 -0800,New York City,0,"[0, 1, 0]"
6293,neutral,@usairways i didn't make a reservation yet. it's about changing name on my dividend miles account,2015-02-24 09:16:54 -0800,,0,"[0, 1, 0]"
6294,positive,@southwestair thank you!,2015-02-18 06:48:59 -0800,"Worcester, MA ",1,"[0, 0, 1]"
6295,neutral,"@southwestair,  kudos to your rep ""patricia"" at gate b11 this sunday morning at #chicago #midway #mdw,… http://t.co/mmcwkqp2gy",2015-02-22 21:21:03 -0800,,0,"[0, 1, 0]"
6296,negative,@united i sent you a dm as requested but have not heard anything. can you address the issue i brought up in my dm and explain what happened?,2015-02-22 08:33:40 -0800,"Fredericksburg, VA",-1,"[1, 0, 0]"
6297,positive,lovely! rt @jetblue: our fleet’s on fleek. http://t.co/hi6fl1ax9e,2015-02-23 11:11:56 -0800,Worldwide,1,"[0, 0, 1]"
6298,neutral,“@jetblue: our fleet's on fleek. http://t.co/bbm6pabort” &lt;&lt;now that is fuckin funny. 😂,2015-02-23 18:18:50 -0800,Somewhere being productive,0,"[0, 1, 0]"
