,airline_sentiment,text,tweet_created,tweet_location,score,one_hot_score
10316,negative,@usairways @_robprice  how can he try again it will be 5-6 hours before he gets help.  contingency plans non existent.,2015-02-21 21:49:25 -0800,NYC,-1,"[1, 0, 0]"
10317,negative,@usairways delayed depart bc ur flight attendant wasn't there. then after landing took 3 hrs to get a gate. now it's another he and no bags,2015-02-21 21:49:16 -0800,,-1,"[1, 0, 0]"
10318,negative,@usairways @jtrexsocial 5 hours on hold ... safe to say no one is working .,2015-02-21 21:47:17 -0800,NYC,-1,"[1, 0, 0]"
10319,negative,@usairways but every time i call i'm on hold for 45 min and then get disconnected. any way someone can help?,2015-02-21 21:46:19 -0800,,-1,"[1, 0, 0]"
10320,negative,@usairways surely there are some other ways to help me - i can't really afford another 4 hours now. pls follow me so we can dm,2015-02-21 21:45:38 -0800,,-1,"[1, 0, 0]"
10321,negative,@usairways i was on hold for 2 hours and still no answer. is this really how you run your business? http://t.co/p8xfhq4kps,2015-02-21 21:45:19 -0800,West Virginia,-1,"[1, 0, 0]"
10322,negative,"@usairways keeps dropping my call and won't even let me stay on hold because they are ""too busy"" #idontwanttocallback",2015-02-21 21:44:01 -0800,"Philadelphia, PA",-1,"[1, 0, 0]"
10323,negative,@usairways i never made a reward reservation becuase no one ever answered the phone. the online one i made got cancelled flighted and i can't change,2015-02-21 21:42:44 -0800,,-1,"[1, 0, 0]"
10324,negative,@usairways can a real person help me here? this customer service is poor. i'm at the mercy of someone since the flights are disappearing.,2015-02-21 21:41:33 -0800,Philadelphia,-1,"[1, 0, 0]"
10325,neutral,"@usairways i intend to..very much. my 4,000 followers will as well.",2015-02-21 21:38:13 -0800,"39.0708° N, 106.9886° W",0,"[0, 1, 0]"
10326,negative,"@usairways your customer service is  non-existent/ terrible. dozens waiting for bags not placed on our flight, no staff anywhere #neveragain",2015-02-21 21:33:35 -0800,"Long Island, NY",-1,"[1, 0, 0]"
10327,negative,@usairways even alternate options are allready full...even with hotel voucher...no more room in philly?,2015-02-21 21:32:04 -0800,Bruxelle-Paris-Marseille-(BPM),-1,"[1, 0, 0]"
10328,negative,@usairways @traveloneworld .. utterly frustrated after 4 hours on hold call was disconnected. i need to amend a flight booking problems. help! ow emerald,2015-02-21 21:30:11 -0800,,-1,"[1, 0, 0]"
10329,positive,@usairways ok thank you! very helpful! this is why you're my favorite airline!,2015-02-21 21:29:28 -0800,Blue Ridge High School,1,"[0, 0, 1]"
10330,negative,"@usairways they provided no options. since you all have a better sense of the weather, i hoped you could suggest.",2015-02-21 21:27:23 -0800,,-1,"[1, 0, 0]"
10331,negative,@usairways you airline is doing rather poor right now. in slc waiting to take off. was suppose to take off now 2 hours and 3 minutes ago!,2015-02-21 21:23:56 -0800,Barneys New York ,-1,"[1, 0, 0]"
10332,negative,@usairways get new planes then. got on this plane at 7:50 its 10:20 now and still on tarmac. how ru going to compensate me for this?,2015-02-21 21:21:38 -0800,"39.0708° N, 106.9886° W",-1,"[1, 0, 0]"
10333,negative,@usairways just hit 4hrs.  what is typical wait time right now? should i drive 2h30m to the airport service desk?,2015-02-21 21:18:33 -0800,"Lewes, DE, USA",-1,"[1, 0, 0]"
10334,negative,@usairways are you going to do anything to help stranded travelers of flight 680?! no communication from anyone. all of us dumped here.,2015-02-21 21:15:11 -0800,,-1,"[1, 0, 0]"
10335,negative,"@usairways question is why flight took off at all, now a friend is stuck needlessly in another city",2015-02-21 21:14:36 -0800,"Miami, Florida",-1,"[1, 0, 0]"
10336,neutral,@usairways in a few weeks,2015-02-21 21:12:55 -0800,"Wauwatosa, WI ",0,"[0, 1, 0]"
10337,negative,@usairways #wronganswer. talk is cheap. customer service is the action of making things right for the customer. #fail again.,2015-02-21 21:09:14 -0800,,-1,"[1, 0, 0]"
10338,negative,@usairways 4 hours . how do i change my flight that was cancelled flightled ?,2015-02-21 21:05:34 -0800,NYC,-1,"[1, 0, 0]"
10339,negative,@usairways you won't give us a hotel or food. can you at least suggestion options for making it to the metro city i have a ticket to?,2015-02-21 21:04:49 -0800,,-1,"[1, 0, 0]"
10340,negative,@usairways actually it landed in bwi 30 minutes ago. she is stranded but i have friends to help. you failed big time on this one.,2015-02-21 21:04:04 -0800,"Ocean View, Hawaii",-1,"[1, 0, 0]"
10341,negative,@usairways i have been on hold for over one hour waiting to reschedule a flight. how much longer should i expect?,2015-02-21 21:03:49 -0800,"Boston, Ma",-1,"[1, 0, 0]"
10342,negative,"@usairways its fine. 

just wondering where my money went...",2015-02-21 21:03:46 -0800,Blue Ridge High School,-1,"[1, 0, 0]"
10343,negative,@usairways you landed me at #bwi instead of @reagan_airport  and have no plans for me to make it home to dc. how do you suggest i get home?,2015-02-21 21:02:35 -0800,,-1,"[1, 0, 0]"
10344,negative,"@usairways stranded at bwi after two diversions. no cust service, no transport. dumped here. terrible customer service!",2015-02-21 20:58:28 -0800,,-1,"[1, 0, 0]"
10345,negative,"@usairways as a member of the news media, the awful service of the last few days won't go unnoticed.",2015-02-21 20:57:40 -0800,,-1,"[1, 0, 0]"
10346,negative,"@usairways my wife, sick 3yr-old-twins, and i have been waiting in line now for 2hrs to see an agent! phone agent said nothing til tuesday!",2015-02-21 20:55:27 -0800,,-1,"[1, 0, 0]"
10347,negative,"@usairways this is garbage, been trying to book a reward flight and then it got cancelled flighted and still can't get anyone on phone. unacceptable",2015-02-21 20:52:24 -0800,,-1,"[1, 0, 0]"
10348,negative,@usairways cancelled flightled flight 1796 baggage held hostage at chl. no communication.,2015-02-21 20:52:07 -0800,,-1,"[1, 0, 0]"
10349,negative,@usairways delays due to faulty engine light. great work guys. coming up on 2 hrs sitting on the plane #worstairlineinamerica,2015-02-21 20:47:34 -0800,"39.0708° N, 106.9886° W",-1,"[1, 0, 0]"
10350,neutral,@usairways yes - tells me the only way to mod plans is to call the 4322 number.,2015-02-21 20:47:06 -0800,"Lewes, DE, USA",0,"[0, 1, 0]"
10351,neutral,@usairways can i book award travel on etihad with dividend miles?,2015-02-21 20:44:50 -0800,,0,"[0, 1, 0]"
10352,negative,@usairways i have been i hold for 40 min. my 5:50 flight just got cancelled flightled and rescheduled for monday. this is unacceptable!,2015-02-21 20:44:40 -0800,"Atlanta, GA",-1,"[1, 0, 0]"
10353,negative,@usairways 3hr30min right now...  any end in sight?,2015-02-21 20:42:35 -0800,"Lewes, DE, USA",-1,"[1, 0, 0]"
10354,negative,"@usairways i have fam thats supposed to fly 2/22 that are currently in the hosp.3 trys to speak to a human, yr phone sys cuts off. pls hlp!",2015-02-21 20:42:25 -0800,,-1,"[1, 0, 0]"
10355,negative,@usairways flight 496. how are u going to compensate me for sitting on the tarmac for 90+ mins and missing my phx - bos connection?,2015-02-21 20:40:04 -0800,"39.0708° N, 106.9886° W",-1,"[1, 0, 0]"
10356,neutral,@usairways what's going on with passengers diverted to clt on fll to phl flight that left at 830 tonight?,2015-02-21 20:35:56 -0800,"Miami, Florida",0,"[0, 1, 0]"
10357,negative,@usairways on top or having to check my bag i had to wait over 30 min for my bag to come out at baggage claim. thanks for wasting my time,2015-02-21 20:31:00 -0800,,-1,"[1, 0, 0]"
10358,negative,@usairways i had to sit in your kitchen and move stuff around so i had what i needed. i'm extremely disappointed in your service,2015-02-21 20:30:27 -0800,,-1,"[1, 0, 0]"
10359,negative,@usairways been sitting on the tarmac for 90 mins now bc engine is broken. how are u going to compensate passengers #worstairline,2015-02-21 20:30:16 -0800,"39.0708° N, 106.9886° W",-1,"[1, 0, 0]"
10360,negative,@usairways it was your fault the flight was delayed to begin with. i shouldn't have to check my bag if there's a bunch of space,2015-02-21 20:29:52 -0800,,-1,"[1, 0, 0]"
10361,negative,@usairways it is an extreme inconvenience to make ppl check bags when there's a lot of overhead space left. you lie so you're not at fault,2015-02-21 20:29:22 -0800,,-1,"[1, 0, 0]"
10362,negative,@usairways stuck on the runway for 2 hrs 10 min due to weather in phl. nowhere can i find accurate info on #558 to bos,2015-02-21 20:27:51 -0800,Cape Cod,-1,"[1, 0, 0]"
10363,negative,@usairways no more hotel voucher? everyone had to get one but not me...what do i do? arrived from amsterdam #snowstorm,2015-02-21 20:25:46 -0800,Bruxelle-Paris-Marseille-(BPM),-1,"[1, 0, 0]"
10364,negative,"@usairways yep, except this delay was due to a hasty and unwise decision to pushback other plane before the plows were done. #fail.",2015-02-21 20:21:39 -0800,,-1,"[1, 0, 0]"
10365,negative,@usairways by far the worst airline in history. i'll never ever fly your garbage again,2015-02-21 20:21:24 -0800,"40.229994,-74.893221",-1,"[1, 0, 0]"
10366,negative,@usairways pullin some sh** delaying flights again... smh @obj_3 http://t.co/av2rffhmcv,2015-02-21 20:17:41 -0800,The road to glory,-1,"[1, 0, 0]"
10367,negative,@usairways @phlairport flight 837 landed at 10:30 pm and we are still on the plane. help!!!!!!,2015-02-21 20:06:49 -0800,"Gloucester, MA",-1,"[1, 0, 0]"
10368,negative,"@usairways trbl experience! 2 hrs on the tarmac for an inch of snow in phl ""no hanger open"" &amp; ""a pile of snow""?  #terriblecommunication",2015-02-21 20:06:06 -0800,"Albany, NY",-1,"[1, 0, 0]"
10369,negative,@usairways flight 837 passengers stuck on plane in philly. where is the gangway?  we can't hear the pilot,2015-02-21 20:04:27 -0800,"Gloucester, MA",-1,"[1, 0, 0]"
10370,negative,@usairways 2 hours and counting waiting to get into a gate in philadelphia. just icing on the cake for a miserable flight experience,2015-02-21 20:03:30 -0800,CT,-1,"[1, 0, 0]"
10371,negative,"@usairways help! it says ""the payment is denied"" but my money has been taken out of my bank?  

and it says i have no trips coming up??",2015-02-21 19:59:46 -0800,Blue Ridge High School,-1,"[1, 0, 0]"
10372,negative,"@usairways help! flight cancelled flighted, can't call because my phone doesn't work in europe. please help? says i'm booked want to confirm.",2015-02-21 19:57:12 -0800,East Coast City,-1,"[1, 0, 0]"
10373,negative,"@usairways not happy w/ app late flightly. last time i flew wouldn't let me check in, this time i checked in went on late flightr says i never checked in",2015-02-21 19:56:58 -0800,,-1,"[1, 0, 0]"
10374,negative,@usairways @americanair how do i get thru on hold over 3 hours ?,2015-02-21 19:52:35 -0800,NYC,-1,"[1, 0, 0]"
10375,negative,@usairways is flt 680 en route to dca or bwi after diverting to rdu. your phone service  sucks and your website is conflicting.,2015-02-21 19:51:39 -0800,"Ocean View, Hawaii",-1,"[1, 0, 0]"
10376,negative,@usairways how do i change flights . 3 hours is crazy please help,2015-02-21 19:50:58 -0800,NYC,-1,"[1, 0, 0]"
10377,negative,@usairways how do i get thru on hold 3 hours 5 minutes . is this normal ? my call is lost,2015-02-21 19:49:21 -0800,NYC,-1,"[1, 0, 0]"
10378,negative,"@usairways weather doesn't excuse poor customer service, lack of info from staff or the fact staff haven't turned up",2015-02-21 19:49:00 -0800,,-1,"[1, 0, 0]"
10379,negative,@usairways please help on hold 3 hours can't change flights i'm stuck here,2015-02-21 19:47:27 -0800,NYC,-1,"[1, 0, 0]"
10380,negative,@usairways on hold 3 hours !!!!!! what's the number to speak to someone this is unacceptable i need to change flights,2015-02-21 19:46:46 -0800,NYC,-1,"[1, 0, 0]"
10381,neutral,@usairways - my guess is what happened in #vegas ended up in #philly #sexy http://t.co/qgmfcb7yt4,2015-02-21 19:42:31 -0800,"Levittown, Pa",0,"[0, 1, 0]"
10382,negative,"@usairways he waited over two hours on the phone, had to book and get to mi, family member very ill, time of the essence",2015-02-21 19:38:24 -0800,,-1,"[1, 0, 0]"
10383,negative,@usairways depart from where? it departed phx and was due to land at dca around 8pm.,2015-02-21 19:36:31 -0800,,-1,"[1, 0, 0]"
10384,negative,"@usairways can't stress enough how awful the agent was for flight 5283. knew 11 ppl from delayed flight were on way in mins, no compassion.",2015-02-21 19:32:42 -0800,Virginia,-1,"[1, 0, 0]"
10385,negative,@usairways i certainly understand the hold delays for wx reschedules - i've been on for 2hr15min - do you have an estimated wait time?,2015-02-21 19:31:28 -0800,"Lewes, DE, USA",-1,"[1, 0, 0]"
10386,negative,@usairways and cherry on top-flight 880 was on runway after we landed on time for 45 mins. still didn't get half the luggage.,2015-02-21 19:31:15 -0800,Virginia,-1,"[1, 0, 0]"
10387,negative,@usairways likelihood of phl to bdl actually leaving tonight? 2 hour delay so far!,2015-02-21 19:30:49 -0800,London,-1,"[1, 0, 0]"
10388,negative,@usairways my brother &amp; his family stranded in clt tonight bc gate e36 agent wouldn't hold plane for two minutes. now driving in bad weather,2015-02-21 19:27:27 -0800,Virginia,-1,"[1, 0, 0]"
10389,negative,@usairways over an hour is unacceptable wait time. thanks for nothing.  be sure never to fly you again,2015-02-21 19:27:17 -0800,"New York, NY",-1,"[1, 0, 0]"
10390,positive,@usairways thanks guys! got hold of someone. really awesome service i appreciate it :),2015-02-21 19:25:58 -0800,"Halifax, Nova Scotia, Canada",1,"[0, 0, 1]"
10391,negative,@usairways understood. it simply feels as if the staff is not being entirely truthful about the situation.,2015-02-21 19:25:48 -0800,,-1,"[1, 0, 0]"
10392,negative,"@usairways #not happy, wife 40th bday trip. would like to be fully compensated for both flights",2015-02-21 19:25:08 -0800,"Virginia Beach, Virginia",-1,"[1, 0, 0]"
10393,negative,"@usairways delayed in philly since 130, sitting ontarmac since 8pm flight 1881 plz contact donaldaroberts1@gmail.com",2015-02-21 19:22:52 -0800,"Virginia Beach, Virginia",-1,"[1, 0, 0]"
10394,negative,@usairways worst trip ever!  wish pilot would've let me off plane at 12pm during 1st delay.  now 1030pm and still sitting on runway.,2015-02-21 19:20:54 -0800,www.bucknellbison.com,-1,"[1, 0, 0]"
10395,positive,@usairways first class service on us 769 phl-mco today from the flight attendant in f. i didn't catch her name but she was top notch!,2015-02-21 19:12:42 -0800,,1,"[0, 0, 1]"
10396,negative,@usairways so far no call back,2015-02-21 19:06:36 -0800,,-1,"[1, 0, 0]"
10397,positive,@usairways oh well. i'll get to cancun eventually.,2015-02-21 19:05:57 -0800,"Troy, NY",1,"[0, 0, 1]"
10398,negative,@usairways standing in line with 100 people all looking to do the same,2015-02-21 19:05:11 -0800,"Boston, MA",-1,"[1, 0, 0]"
10399,negative,"@usairways cannot book to redeem companion fair without speaking to agent. $99 vs $1200, this is a family emergency #unacceptable",2015-02-21 18:59:47 -0800,,-1,"[1, 0, 0]"
10400,negative,@usairways can i at least get a response?  i tried the gate person (sent me the wrong way to cust srvc ) cust srvc (when i found them),2015-02-21 18:58:24 -0800,,-1,"[1, 0, 0]"
10401,negative,@usairways that's clever. its clear you need more agents. 94 min hold and counting. flex workforces are highly possible in 2015,2015-02-21 18:57:11 -0800,San Francisco,-1,"[1, 0, 0]"
10402,negative,@usairways hey folks where do you hide luggage when you cancelled flight a flight! you have 100 very angry people with no luggage,2015-02-21 18:55:54 -0800,"Boston, MA",-1,"[1, 0, 0]"
10403,neutral,@usairways can i get an update on flight 680 to dca?,2015-02-21 18:53:15 -0800,,0,"[0, 1, 0]"
10404,negative,@usairways you can send my luggage to my house👋,2015-02-21 18:52:49 -0800,,-1,"[1, 0, 0]"
10405,positive,"@usairways eyyyy! cancelled flightlations, flight booking problemss, reflight booking problemss, but y'all got me on the same flight out tonight (not tomorrow) &amp; the fc upgrade. thx!",2015-02-21 18:52:31 -0800,"This Ain't Chicago, Tennessee",1,"[0, 0, 1]"
10406,negative,@usairways thanks for letting me know of the 12 hour delay and 2 hours on hold ?,2015-02-21 18:49:08 -0800,NYC,-1,"[1, 0, 0]"
10407,negative,@usairways please respond to me. i've been on hold on the reservations line for an hour and 45 minutes. i would really appreciate it.,2015-02-21 18:47:47 -0800,"Denver, CO",-1,"[1, 0, 0]"
10408,negative,@usairways from here on out when i can at all i'm flying @delta. since when is a plane getting stuck in a drift for 2 hours a weather issue?,2015-02-21 18:44:17 -0800,,-1,"[1, 0, 0]"
10409,negative,@usairways on hold for 1 hour and 14 min trying to find the luggage flight cancelled flightled where is luggage? http://t.co/i1sfmi7zat,2015-02-21 18:41:56 -0800,,-1,"[1, 0, 0]"
10410,negative,@usairways never mind that you could have told the gate i was on my way - you could delay 10 mins but not 15?,2015-02-21 18:40:33 -0800,,-1,"[1, 0, 0]"
10411,negative,@usairways  and now i'm going to miss my g'ma's memorial because i didn't #flydelta.,2015-02-21 18:39:14 -0800,,-1,"[1, 0, 0]"
10412,negative,"@usairways @usairways -really? u land me in philly 1.5 hours before my flight, wait 1.5 hours behind a plane you got stuck,",2015-02-21 18:37:13 -0800,,-1,"[1, 0, 0]"
10413,negative,@usairways your app and website are trash af.,2015-02-21 18:35:48 -0800,Brooklyn ,-1,"[1, 0, 0]"
10414,negative,@usairways not best pleased with service so far. on our third gate and still no guarantee that it's the correct one :(,2015-02-21 18:30:20 -0800,,-1,"[1, 0, 0]"
10415,neutral,@usairways don't want to clog your already-crowded line with a special meal request. can someone dm me to sort out? #vegetarianproblems :),2015-02-21 18:28:51 -0800,,0,"[0, 1, 0]"
10416,neutral,@usairways i should also add the weather conditions are terrible. expecting 18 inches of snow. any advice?,2015-02-21 18:27:11 -0800,"Denver, CO",0,"[0, 1, 0]"
10417,neutral,@usairways i'm on flight 623 from dia to ontario tomorrow morning. no access to the airport via taxi or shuttle. what should i do?,2015-02-21 18:25:58 -0800,"Denver, CO",0,"[0, 1, 0]"
10418,negative,@usairways how about an update with real information?still waiting on tarmac in philadelphia.,2015-02-21 18:25:35 -0800,,-1,"[1, 0, 0]"
10419,negative,@usairways you mean 10:30pm. i'd be in vegas by now if i'd been allowed on my original flight.,2015-02-21 18:24:29 -0800,"Southampton, UK",-1,"[1, 0, 0]"
10420,negative,"@usairways bravo handling msp to phx # 2023 today. delayed, late flightr cancelled flightled. missed surprise 60th bday which was reason for trip.never again",2015-02-21 18:16:14 -0800,"Mabel, MN",-1,"[1, 0, 0]"
10421,neutral,"@usairways well, depending on the policy will make the determination as to which airline is selected to travel.",2015-02-21 18:14:39 -0800,,0,"[0, 1, 0]"
10422,negative,@usairways still waiting for another crew member. #cabinfever,2015-02-21 18:07:54 -0800,,-1,"[1, 0, 0]"
10423,negative,@usairways hey. i hve cancelled flightled flght &amp; on hold for 30 min nw 4 rebook. website not working. can u give me some insight if i dm conf #?,2015-02-21 18:07:21 -0800,"Halifax, Nova Scotia, Canada",-1,"[1, 0, 0]"
10424,neutral,@usairways just landed flight 545. any chance of making flight 5530 phoenix to aus,2015-02-21 18:07:06 -0800,"Austin, Texas",0,"[0, 1, 0]"
10425,negative,"@usairways i need help. in air on #717 to clt from phl. conf: d1mqf5 need confirmed on #1776 to bna at 10:30. been bumped all day, need home",2015-02-21 18:03:29 -0800,"Nashville, TN",-1,"[1, 0, 0]"
10426,negative,@usairways finally leaving 4 home from nc. will lodge respectful complaints!! mechanical issue after cleared for runway? #5hourwait #nocrew,2015-02-21 18:02:48 -0800,,-1,"[1, 0, 0]"
10427,negative,@usairways been on hold way to long!  is this the best level of service you can provide? - one hour+ is too long!,2015-02-21 17:56:24 -0800,,-1,"[1, 0, 0]"
10428,positive,@usairways thank you!!!,2015-02-21 17:56:03 -0800,Los Angeles ,1,"[0, 0, 1]"
10429,negative,@usairways sitting in a cesspool of germs on the ground in #phl for 2 hours now.,2015-02-21 17:50:01 -0800,New York,-1,"[1, 0, 0]"
10430,negative,@usairways hour 4 at the gate.,2015-02-21 17:49:57 -0800,New York ,-1,"[1, 0, 0]"
10431,negative,@usairways don't think you guys could mess things up any more.. never flying with you again!,2015-02-21 17:48:30 -0800,America,-1,"[1, 0, 0]"
10432,negative,@usairways waited for 3 hours no luggage line too long left airport when flight cancelled flighted where does luggage go? on hold for 1 hour so far,2015-02-21 17:47:39 -0800,,-1,"[1, 0, 0]"
10433,negative,@usairways so you strand my bag in philly last sat and strand me in philly this sat. thanks for the bullshit.,2015-02-21 17:46:03 -0800,,-1,"[1, 0, 0]"
10434,negative,@usairways looks like i'm already delayed and will miss my connecting flight in philadelphia. do you un-delay your flights?,2015-02-21 17:41:13 -0800,"Troy, NY",-1,"[1, 0, 0]"
10435,negative,"@usairways husband tried to use dividends &amp; companion fair for emergency, transferred &amp; put on hold for over two hours gave up #disappointed",2015-02-21 17:37:03 -0800,,-1,"[1, 0, 0]"
10436,negative,@usairways @rylietolbert15 wow you wouldn't say,2015-02-21 17:30:10 -0800,Sapere Aude,-1,"[1, 0, 0]"
10437,negative,"@usairways bf has been stuck in clt all day. is the lounge offering free ""this weather sucks &amp; we all want to cry"" tequila shots?",2015-02-21 17:27:54 -0800,"Washington, D.C.",-1,"[1, 0, 0]"
10438,negative,“@usairways: @tmadcle we don't like to hear this. we're sorry that it's taking so long to get through.” stop sending generic responses,2015-02-21 17:25:09 -0800,"Cleveland, OH",-1,"[1, 0, 0]"
10439,negative,@usairways sucks.  flt 2692 late flight by 20 mins missed my connection.  thanks for the 10 bucks and a middle seat on the next flt.,2015-02-21 17:18:41 -0800,,-1,"[1, 0, 0]"
10440,negative,".@usairways worst experience of all time. will never, ever, ever travel with you again. ever",2015-02-21 17:14:55 -0800,"Cleveland, OH",-1,"[1, 0, 0]"
10441,positive,"@usairways i wasnt  flying your airline tonight, however a friend was and i was present for her help. i flying united and they could learn.",2015-02-21 17:12:52 -0800,san diego,1,"[0, 0, 1]"
10442,neutral,@usairways how long before departure do gates stay open? will i make my connecting flight 1861 to rdu from flight 894???,2015-02-21 17:04:14 -0800,"New York, NY",0,"[0, 1, 0]"
10443,negative,@usairways so you cancelled flightled my flight again? are you paying for my hotel?!,2015-02-21 16:59:35 -0800,,-1,"[1, 0, 0]"
10444,negative,@usairways something is wrong with your phone system if you call someone and don't play the recorded flight notification. is us643 late flight?,2015-02-21 16:50:33 -0800,"Southampton, UK",-1,"[1, 0, 0]"
10445,neutral,@usairways i'm flying with you this summer. will i be able to leave miami airport during my 12 hour stopover there?,2015-02-21 16:47:13 -0800,"Leeds, West Yorkshire",0,"[0, 1, 0]"
10446,positive,@usairways the plane crew has been as professional and courteous as the gate agents were flustered.,2015-02-21 16:41:15 -0800,New York ,1,"[0, 0, 1]"
10447,negative,@usairways hell is terrible gate agents. and a three hour wait at the gate.,2015-02-21 16:36:24 -0800,New York ,-1,"[1, 0, 0]"
10448,negative,"@usairways i made the change online, but couldn't check-in online, so had to call (3 hrs on hold btw). shouldn't have been charged $25",2015-02-21 16:34:20 -0800,,-1,"[1, 0, 0]"
10449,positive,"@usairways your ticket agents at gate 4 in providence airport rocked tonight, especially kristy, sorry if that is not the correct spelling.",2015-02-21 16:20:09 -0800,san diego,1,"[0, 0, 1]"
10450,positive,"@usairways #shoutout 2 kristie(sp?) from gate4 @ pvd today. she's a #rockstar, was a tremendous help in a tough situation. #promotethatgirl",2015-02-21 16:17:28 -0800,"Wisconsin, Arizona and...",1,"[0, 0, 1]"
10451,negative,@usairways nervous for flight tomrw out of key west not friendly customer service,2015-02-21 16:16:19 -0800,,-1,"[1, 0, 0]"
10452,negative,"@usairways i was calling before i left, and as it turns out @united answered their phones instead and they rebooked my usair flight.",2015-02-21 16:15:09 -0800,"oakland , ca",-1,"[1, 0, 0]"
10453,positive,@usairways thank you for your help today.  i have been a loyal us airways customer and i appreciate your responding to my tweets.,2015-02-21 16:14:32 -0800,"Boston, MA",1,"[0, 0, 1]"
10454,neutral,@usairways message me if you want to issue a refund so someone else can use my seats tomorrow am #flightcancelled flighted #custservicehasnonumber,2015-02-21 16:10:23 -0800,New York,0,"[0, 1, 0]"
10455,positive,@usairways an already pleasant flight from london to charlotte (us733) was made fantastic by an amazing attendant. thank you so much robert!,2015-02-21 16:09:05 -0800,London,1,"[0, 0, 1]"
10456,negative,@usairways @americanair won't even refund for a flight they cancelled flightled #horriblecustomerservice,2015-02-21 15:55:10 -0800,"New York, NY",-1,"[1, 0, 0]"
10457,negative,"@usairways call dropped &amp; no call back...another 45min-hour for another rep. the worst cs ever, online, by phone &amp; in person.",2015-02-21 15:43:02 -0800,"Cleveland, OH",-1,"[1, 0, 0]"
10458,neutral,@usairways @americanair  ..off to vegas http://t.co/aygaoeb6uu,2015-02-21 15:40:35 -0800,,0,"[0, 1, 0]"
10459,negative,@usairways will you fly me to somewhere warm? i'm tired of this snow! :(,2015-02-21 15:34:50 -0800,,-1,"[1, 0, 0]"
10460,negative,@usairways why the hell u left *alliance and joined 1world is beyond me not a smart move time to start looking at other carriers,2015-02-21 15:32:07 -0800,,-1,"[1, 0, 0]"
10461,negative,@usairways and apologies are thin when you don't even offer hotel vouchers to your stranded customers.,2015-02-21 15:32:06 -0800,,-1,"[1, 0, 0]"
10462,negative,@usairways i did. they told me it was a 40 min wait &amp; they'd call back. it's already been 45 min. horrible,2015-02-21 15:30:36 -0800,"Cleveland, OH",-1,"[1, 0, 0]"
10463,negative,@usairways but only for certain flights from clt-nyc. the notion that you can't rebook customers for 48 hours is absurd.,2015-02-21 15:30:01 -0800,,-1,"[1, 0, 0]"
10464,negative,@usairways had to cancelled flight 4 of my flights because my versace biceps wouldn't stow completely under the seat in front of me.,2015-02-21 15:28:21 -0800,Maine,-1,"[1, 0, 0]"
10465,negative,"@usairways disappointed with your toll free number. terrible customer service, my flight has been cancelled flightled would like to get home",2015-02-21 15:15:19 -0800,,-1,"[1, 0, 0]"
10466,negative,"@usairways it a change fee request from a month ago.  after one hour on phone with your team, i’m told 120 day backlog.  awful.",2015-02-21 15:14:53 -0800,Washington DC,-1,"[1, 0, 0]"
10467,negative,"@usairways flt last nght cancelled flighted-mech.probs, flt this am cancelled flighted-snow, finally on a flt home. 1st cls empty &amp; they won't let me sit there",2015-02-21 15:11:33 -0800,Pennsylvania,-1,"[1, 0, 0]"
10468,neutral,@usairways hello we are doing a world record attempt on the amount of ball point pens in a collection please could you help with a pen?,2015-02-21 15:11:16 -0800,Grimsby - UK,0,"[0, 1, 0]"
10469,neutral,"@usairways if i am traveling with an infant in my lap, is there anything i need to do to notify you?",2015-02-21 15:07:26 -0800,connecticut,0,"[0, 1, 0]"
10470,negative,@usairways you're killing me sche a flight to board 3 min after mine arrived with gate on other side of airport #genious,2015-02-21 14:59:23 -0800,Where ever God puts me,-1,"[1, 0, 0]"
10471,negative,@usairways @americanair 9 empty seats open in 1st on aa1061. no upgrades for a u.s. gold member? would love consistent policies.,2015-02-21 14:57:41 -0800,"Charlotte, NC",-1,"[1, 0, 0]"
10472,positive,"@usairways woohoo! he still has 1 more flight but so happy to hear they're in the air, just about cried! (must be the preggo hormones!) thx!",2015-02-21 14:57:02 -0800,,1,"[0, 0, 1]"
10473,negative,"@usairways status shows ""delayed"" it was just ""waiting for takeoff"" so did it depart? it certainly didn't at 4:17pm. http://t.co/emrubu4wzd",2015-02-21 14:54:21 -0800,,-1,"[1, 0, 0]"
10474,negative,@usairways you're right it's not fun. especially when i don't have much of a choice. lol. #curvygirltravels,2015-02-21 14:51:19 -0800,Los Angeles ,-1,"[1, 0, 0]"
10475,neutral,@usairways can you help us figure out our correct six digit confirmation number?,2015-02-21 14:47:33 -0800,"cincinnati, ohio",0,"[0, 1, 0]"
10476,negative,"@usairways and my rebooked flt isn't until monday??  and i don't get a voucher for a hotel?!  never again, us airways.",2015-02-21 14:34:26 -0800,,-1,"[1, 0, 0]"
10477,positive,@usairways thank you!!! this whole crew has rocked through bad weather and diversion. pilot keeping us well informed. #customerservice,2015-02-21 14:33:44 -0800,,1,"[0, 0, 1]"
10478,neutral,@usairways what about aa miles for usair flights booked through american?,2015-02-21 14:33:31 -0800,,0,"[0, 1, 0]"
10479,positive,@usairways i hope i get the opportunity to join the team with this job opening!,2015-02-21 14:32:48 -0800,Nwps  CA.,1,"[0, 0, 1]"
10480,negative,@usairways how is it that my flt to ewr was cancelled flightled yet flts to nyc from usairways are still flying?,2015-02-21 14:32:19 -0800,,-1,"[1, 0, 0]"
10481,negative,@usairways @americanair flight sf to nyc only made it to philly. ur customer service is telling me no refund for the last leg? #offensive,2015-02-21 14:29:39 -0800,San Francisco,-1,"[1, 0, 0]"
